INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,SALES_PRICE
543,1,1,2,No,Commercial,4521500
2215,3,2,5,No,Commercial,17812120
551,1,1,2,Yes,Commercial,5162250
692,1,1,2,Yes,House,4485750
2432,4,2,6,Yes,Others,13849520
892,1,1,3,No,Commercial,10753200
1734,2,1,4,Yes,Commercial,15722880
944,1,1,3,No,Others,7028960
1924,3,2,5,Yes,House,11095900
1688,1,1,4,No,House,10560230
1721,2,1,4,No,Others,10728800
745,1,1,2,Yes,Commercial,10609450
1590,2,2,4,Yes,Commercial,11415250
1719,2,1,4,Yes,Commercial,15598600
838,1,1,3,Yes,House,7812900
1941,3,2,5,No,Others,12045160
1215,2,1,4,No,Others,10569900
926,1,1,3,Yes,House,5561250
1609,1,1,4,No,Others,11671660
1226,2,1,4,Yes,Others,10133720
1478,2,1,4,No,House,10119880
1041,1,1,3,Yes,Commercial,13933850
1420,2,2,4,No,Others,8222000
1933,2,1,5,No,Commercial,22593290
1093,1,1,3,No,Others,9652510
1683,2,1,4,No,Others,8581000
1165,1,1,3,Yes,House,7605945
1083,1,1,3,No,Commercial,13129250
2004,3,2,5,No,House,10047540
1102,1,1,3,Yes,House,8911850
1565,2,1,4,Yes,Commercial,13874910
1938,2,1,5,No,House,12798530
1615,2,1,4,No,House,9003860
746,1,1,2,Yes,Commercial,9029500
824,1,1,3,Yes,Commercial,11570100
2432,4,2,6,Yes,Others,13902360
645,1,1,2,No,Commercial,7575500
1850,3,2,5,Yes,Others,9150230
1985,3,2,5,No,House,9893420
1031,1,1,3,Yes,House,7121000
1604,2,1,4,No,House,6334300
640,1,1,2,Yes,Commercial,8739135
1666,1,1,4,Yes,Others,13390780
770,1,1,2,Yes,Commercial,6386750
1815,2,1,5,Yes,Commercial,21165570
2203,3,2,5,Yes,Commercial,18055240
1194,1,1,3,No,House,6501500
1832,3,2,5,No,Others,12583340
639,1,1,2,No,Commercial,7112250
1638,1,1,4,No,House,10983530
1800,2,1,4,No,Commercial,15728210
909,1,1,3,Yes,Commercial,10578000
1184,1,1,3,Yes,House,8425000
1803,3,2,5,Yes,House,11541320
713,1,1,2,No,House,7865000
1624,2,1,4,Yes,House,7269300
1077,1,1,3,Yes,Others,9801720
1729,2,1,4,No,House,8896740
1065,1,1,3,No,Commercial,12311250
1671,1,1,4,Yes,House,12256520
510,1,1,2,Yes,Others,6583500
1181,1,1,3,No,House,8557760
758,1,1,2,No,Commercial,9440800
2156,3,2,5,Yes,Others,12558620
2004,3,2,5,Yes,House,12074700
1067,1,1,3,Yes,House,8299100
1085,1,1,3,No,House,8434850
1064,1,1,3,No,Commercial,14038465
739,1,1,2,No,Commercial,9729650
1829,2,1,5,Yes,House,12627130
1637,1,1,4,Yes,House,11905180
763,1,1,2,No,Others,8182525
1138,1,1,3,No,House,7704145
1724,1,1,4,Yes,House,12952940
1017,1,1,3,Yes,Others,9255790
732,1,1,2,No,Others,3974000
1926,3,2,5,No,Others,9477620
958,1,1,3,No,Others,9318660
1938,3,2,5,No,Others,8328830
1362,2,2,4,No,Others,8358250
1627,2,1,4,No,Others,8748900
737,1,1,2,No,House,6030000
726,1,1,2,No,Commercial,11227800
2189,3,2,5,Yes,House,11132540
890,1,1,3,Yes,Commercial,11045865
810,1,1,3,No,House,7561350
1592,2,2,4,Yes,House,6433250
1245,2,2,4,No,Others,8352235
1479,2,1,4,No,Commercial,13025840
1259,2,1,4,Yes,Others,12017530
2042,3,2,5,Yes,Others,12386540
663,1,1,2,Yes,Commercial,9938250
2439,4,2,6,Yes,Others,13774720
1888,2,1,5,Yes,Others,14042030
1655,2,2,4,Yes,Commercial,11697500
1197,1,1,3,Yes,Others,8116035
966,1,1,3,Yes,Commercial,12584475
807,1,1,2,No,Others,3953125
862,1,1,3,Yes,Commercial,11637200
1625,2,1,4,No,Commercial,14013210
1143,1,1,3,No,Commercial,12525300
967,1,1,3,Yes,Commercial,14064400
1168,1,1,3,Yes,Commercial,13063900
1744,2,1,4,No,Commercial,15120240
1966,3,2,5,No,Others,11354230
1722,2,1,4,Yes,Others,10728940
1541,2,1,4,Yes,Others,7851840
1409,2,1,4,No,House,8545660
1936,3,2,5,Yes,Commercial,16549820
2474,4,2,6,No,Others,12913500
1217,2,1,4,No,House,8829350
1057,1,1,3,Yes,Commercial,13875150
955,1,1,3,No,Commercial,12610500
1608,1,1,4,Yes,Commercial,19359180
1010,1,1,3,No,House,7368100
1170,1,1,3,No,Commercial,14029100
982,1,1,3,Yes,Others,5028250
763,1,1,2,No,House,6321500
778,1,1,2,No,House,5856595
1502,2,2,4,Yes,House,7825250
1110,1,1,3,Yes,Others,10708380
759,1,1,2,No,Others,7372180
1789,1,1,4,Yes,Commercial,21512830
1884,3,2,5,Yes,Commercial,15533370
1181,1,1,3,Yes,Others,11371920
1567,2,1,4,No,Others,10388980
686,1,1,2,No,House,4762750
1630,2,1,4,No,Others,8689410
1503,2,1,4,Yes,House,10790620
1754,2,1,4,Yes,Others,11481960
1299,1,1,3,No,Commercial,8259750
983,1,1,3,Yes,Others,9346410
1708,1,1,4,Yes,Commercial,20841430
1230,2,1,4,Yes,Commercial,15118500
1760,2,1,4,Yes,Commercial,15202400
1180,1,1,3,Yes,House,8628250
1915,2,1,5,Yes,Others,15486610
1533,2,2,4,No,Commercial,11377000
534,1,1,2,No,Others,5378000
1404,2,1,4,Yes,House,10334640
949,1,1,3,Yes,House,7774950
1876,3,2,5,No,House,9235150
753,1,1,2,Yes,House,9266600
993,1,1,3,Yes,House,9404600
1257,1,1,3,No,House,6771500
1280,2,1,4,Yes,Commercial,15311500
1337,2,1,4,Yes,House,9389920
2325,4,2,6,No,House,11948440
1946,3,2,5,Yes,Others,12129270
1719,1,1,4,Yes,House,11681650
1636,2,1,4,Yes,Commercial,15224290
1264,2,1,4,Yes,Commercial,15490850
780,1,1,2,Yes,Commercial,7608500
2178,3,2,5,No,Commercial,17268380
1232,1,1,3,Yes,Others,7500750
762,1,1,2,No,House,3608250
1934,2,1,5,Yes,House,14019480
978,1,1,3,No,Commercial,10283690
2248,4,2,6,No,House,11109840
1991,2,1,5,No,Commercial,21350340
573,1,1,2,Yes,House,5582500
2496,4,2,6,Yes,Commercial,20231160
1931,3,2,5,No,Others,10770140
652,1,1,2,No,House,4664500
770,1,1,2,Yes,House,8086750
1323,1,1,3,No,Commercial,10049250
2180,3,2,5,No,Others,11237140
2458,4,2,6,No,Commercial,18763360
1684,2,1,4,Yes,House,10088120
1556,1,1,4,No,Commercial,18286600
526,1,1,2,Yes,Commercial,6956750
714,1,1,2,Yes,Commercial,10312400
748,1,1,2,No,Commercial,5699500
635,1,1,2,No,Commercial,6036800
1137,1,1,3,Yes,Others,10145540
1132,1,1,3,Yes,House,7387000
1804,2,1,5,Yes,Others,13073340
2327,4,2,6,No,House,11494940
1966,3,2,5,Yes,Others,12383920
552,1,1,2,No,Commercial,6624750
1862,3,2,5,No,Commercial,15087520
1640,2,1,4,Yes,House,10295890
1232,2,1,4,Yes,Commercial,15414900
799,1,1,2,Yes,Others,8172980
1114,1,1,3,No,Others,5360500
1444,2,2,4,No,House,6613250
2369,4,2,6,Yes,House,13250400
1642,2,2,4,No,Commercial,12829750
771,1,1,2,No,Commercial,10724600
1595,2,1,4,Yes,House,9524080
1766,1,1,4,Yes,Commercial,20283340
1692,2,1,4,Yes,Others,9427130
1827,2,1,5,Yes,Commercial,21340820
1256,2,1,4,No,House,8547800
1892,3,2,5,No,House,10412770
1541,1,1,4,Yes,Commercial,18197010
798,1,1,2,No,Others,6350490
1845,3,2,5,Yes,Others,10104040
1519,1,1,4,No,Others,12336310
950,1,1,3,Yes,House,10978335
910,1,1,3,No,House,6721750
828,1,1,2,No,Others,7031000
1551,1,1,4,No,House,11925160
831,1,1,3,Yes,Others,9732220
1196,1,1,3,No,Commercial,12787100
1589,2,2,4,No,House,7242250
1874,2,1,5,Yes,House,14635980
1867,2,1,5,Yes,Commercial,20581260
1909,2,1,5,Yes,Commercial,20600300
672,1,1,2,No,Others,4456285
1997,2,1,5,No,Commercial,21744380
1700,1,1,4,No,Others,13342960
1934,3,2,5,Yes,Commercial,16063820
1716,1,1,4,No,Commercial,19151250
736,1,1,2,No,Commercial,8817800
1505,2,1,4,No,Others,8239330
689,1,1,2,Yes,Others,6946275
862,1,1,3,No,Others,7215190
1320,1,1,3,Yes,Others,7774000
2300,4,2,6,No,Others,12369320
1697,2,1,4,No,Others,8632400
2178,3,2,5,No,House,10917620
1229,2,1,4,No,House,10107150
1549,1,1,4,No,Commercial,16686780
1911,3,2,5,No,House,8051490
1654,1,1,4,No,Others,12493450
1224,2,1,4,No,House,9598800
927,1,1,3,No,Commercial,5644750
1166,1,1,3,No,Commercial,14849300
900,1,1,3,Yes,House,9789995
1924,2,1,5,No,Others,13708870
1527,2,1,4,No,Commercial,11709470
1773,2,1,4,No,House,7840470
2187,3,2,5,Yes,Commercial,17735560
1574,2,1,4,Yes,Commercial,13737660
2235,4,2,6,Yes,Commercial,18257260
776,1,1,2,Yes,Commercial,11711950
1030,1,1,3,Yes,Commercial,13840875
791,1,1,2,Yes,Others,8747420
1600,1,1,4,No,Commercial,18127850
1270,2,1,4,No,House,8572850
1150,1,1,3,No,Others,8882750
2369,4,2,6,Yes,Commercial,19436960
1814,2,1,5,Yes,Commercial,20421310
1925,2,1,5,No,Commercial,22499550
1217,1,1,3,Yes,House,5710250
1668,1,1,4,No,House,10839370
1668,2,1,4,Yes,Others,10249920
1435,2,2,4,Yes,Commercial,10813000
762,1,1,2,No,Others,7283940
1816,3,2,5,No,Others,9423970
1255,2,1,4,No,House,10222950
2011,3,2,5,Yes,Others,12914980
1874,3,2,5,Yes,Commercial,14057920
1743,2,1,4,No,Commercial,12498160
1545,1,1,4,Yes,Commercial,19030440
782,1,1,2,Yes,Commercial,11934800
1349,2,2,4,Yes,Others,7141125
2443,4,2,6,No,House,11734800
1696,2,1,4,Yes,House,9719120
1727,2,1,4,No,Commercial,13281650
813,1,1,3,Yes,House,9512350
1998,2,1,5,Yes,Commercial,22401070
1961,3,2,5,Yes,Others,12616740
2298,4,2,6,No,Others,12631140
1544,2,2,4,No,Commercial,13846250
1930,2,1,5,No,Commercial,20695180
642,1,1,2,Yes,House,8121150
1066,1,1,3,No,Commercial,11205450
1673,1,1,4,Yes,Others,14702890
1829,2,1,5,Yes,House,13177330
616,1,1,2,No,Commercial,6805500
713,1,1,2,No,Others,7148255
838,1,1,3,No,Others,8371810
1804,3,2,5,Yes,Commercial,14524030
1840,2,1,5,Yes,Others,13802880
876,1,1,3,Yes,Others,7945255
1213,1,1,3,No,Others,6628625
1541,2,1,4,No,House,5574400
1401,2,2,4,No,House,7900250
1637,2,1,4,No,Others,8621960
1299,2,1,4,Yes,House,11845200
1160,1,1,3,No,Commercial,9516250
770,1,1,2,Yes,House,8558000
1496,2,2,4,Yes,House,9789500
911,1,1,3,Yes,Others,8383570
1763,1,1,4,Yes,House,12136090
858,1,1,3,Yes,Others,8905710
1943,3,2,5,No,Commercial,15165030
1920,3,2,5,No,Others,8905640
672,1,1,2,Yes,House,5623500
912,1,1,3,Yes,Others,9962690
584,1,1,2,Yes,Commercial,5109750
2222,4,2,6,Yes,Commercial,18726320
1939,2,1,5,Yes,Commercial,21198330
1420,2,2,4,No,Others,7132750
1993,2,1,5,Yes,House,13575070
1818,2,1,5,Yes,House,13267610
1459,2,2,4,Yes,Commercial,9605500
1889,3,2,5,Yes,House,8941450
1155,1,1,3,Yes,House,9784500
1707,1,1,4,Yes,Commercial,20399250
896,1,1,3,No,House,6226140
1972,3,2,5,No,House,10282630
1506,2,1,4,Yes,House,8202120
868,1,1,3,Yes,House,8634900
1661,1,1,4,Yes,Commercial,18792260
962,1,1,3,Yes,Commercial,12288650
1609,2,1,4,Yes,Others,11311420
1250,2,1,4,Yes,House,10236350
1796,1,1,4,Yes,Others,13800280
909,1,1,3,No,Others,5844625
1930,3,2,5,No,Others,11853530
2000,2,1,5,No,Commercial,21336660
949,1,1,3,Yes,Others,6620420
1639,1,1,4,No,Commercial,17976550
923,1,1,3,Yes,House,7681650
502,1,1,2,No,Commercial,5358500
1511,2,1,4,Yes,House,10369970
873,1,1,3,Yes,Commercial,12590580
2155,3,2,5,No,House,11217480
647,1,1,2,Yes,House,7204440
934,1,1,3,Yes,Others,9387330
2251,4,2,6,Yes,House,12992320
670,1,1,2,Yes,House,4513000
1343,2,2,4,No,Commercial,7585000
1021,1,1,3,Yes,Commercial,12605100
882,1,1,2,No,Commercial,5447000
1573,2,1,4,No,House,8024600
1979,2,1,5,No,Commercial,20203750
1926,2,1,5,No,Commercial,21006920
1347,2,2,4,No,House,6374000
1760,1,1,4,Yes,Commercial,19430380
1776,2,1,4,Yes,Commercial,15140080
1037,1,1,3,Yes,House,9966200
1365,2,2,4,Yes,Others,7729875
1179,1,1,3,No,Commercial,10175500
1514,1,1,4,Yes,Others,11978250
1103,1,1,3,Yes,Commercial,13622050
878,1,1,3,No,Others,8960460
1571,1,1,4,No,Commercial,17542930
1502,2,1,4,No,Others,7489210
1737,2,1,4,No,Others,7688390
1252,1,1,3,Yes,Others,9951000
1584,2,2,4,Yes,House,6972000
1658,1,1,4,No,Others,12547180
1833,2,1,5,Yes,Commercial,21926630
1057,1,1,3,Yes,House,10186950
871,1,1,2,No,Others,6491375
844,1,1,3,No,Others,7676730
1741,1,1,4,No,Commercial,20560910
2497,4,2,6,Yes,Others,14367780
1265,1,1,3,No,House,6927750
1769,1,1,4,Yes,Others,15502160
1902,2,1,5,Yes,Others,13780420
1895,3,2,5,No,Commercial,16234440
1531,2,1,4,Yes,Commercial,13926940
1838,3,2,5,No,Others,9660660
1288,2,2,4,No,House,10621695
1738,1,1,4,No,Others,13104880
1010,1,1,3,Yes,Commercial,6787250
909,1,1,3,No,Commercial,9812105
1635,2,1,4,Yes,Commercial,13836800
744,1,1,2,No,Others,5236000
945,1,1,3,No,House,4941000
1063,1,1,3,Yes,House,10072650
1823,2,1,5,No,Commercial,19103360
1358,2,1,4,No,Others,9324040
1870,3,2,5,No,House,8543280
1207,2,1,4,No,Others,8929340
1892,2,1,5,No,Others,13082710
1857,3,2,5,No,Others,10738570
1296,2,2,4,Yes,Others,11651505
1012,1,1,3,Yes,House,8331850
733,1,1,2,No,House,7319850
1224,1,1,3,Yes,Commercial,11543250
1587,2,1,4,No,Others,7299610
858,1,1,3,No,Others,8617960
830,1,1,3,Yes,Commercial,11842250
1665,2,1,4,No,House,7516880
1003,1,1,3,Yes,Commercial,12344390
867,1,1,3,Yes,Others,9455790
1081,1,1,3,Yes,Others,10908570
1976,3,2,5,Yes,Commercial,15256080
1118,1,1,3,No,House,8688350
1283,1,1,3,No,Others,8177125
889,1,1,3,Yes,Commercial,11546650
2236,4,2,6,Yes,Others,12734420
2113,3,2,5,No,Commercial,16129140
1843,2,1,5,No,Commercial,20889760
1795,3,2,5,Yes,Others,11511100
1070,1,1,3,No,House,7770395
1545,1,1,4,No,Commercial,16838870
1700,2,1,4,Yes,Commercial,14602040
1511,1,1,4,No,Others,12703130
1104,1,1,3,No,Others,8265980
771,1,1,2,No,House,8358575
1605,2,1,4,Yes,Others,10918260
1558,1,1,4,Yes,Others,11950360
1550,2,1,4,No,House,9084140
853,1,1,3,Yes,Commercial,11278550
948,1,1,3,Yes,House,7168585
942,1,1,3,Yes,House,5255750
1102,1,1,3,No,House,8446600
823,1,1,3,Yes,House,7791750
1792,1,1,4,Yes,Others,14993670
871,1,1,3,Yes,Others,8742520
1644,2,1,4,Yes,House,7866010
1081,1,1,3,Yes,House,8847900
1759,2,1,4,No,House,10392560
1611,1,1,4,Yes,Others,14309040
1138,1,1,3,Yes,Others,10032310
1886,2,1,5,Yes,Commercial,20007810
2207,3,2,5,No,House,10327100
1678,2,1,4,No,Commercial,13239280
886,1,1,3,Yes,Commercial,13510550
1691,1,1,4,No,Commercial,18132160
1278,2,2,4,No,Others,11818860
1835,2,1,5,Yes,Commercial,20990270
1827,2,1,5,No,House,12184280
922,1,1,3,Yes,Commercial,6660500
1207,2,1,4,No,Commercial,13690650
870,1,1,3,Yes,House,8169350
1651,2,1,4,No,Others,7102330
846,1,1,3,No,Commercial,8425520
1085,1,1,3,No,Commercial,12732500
1166,1,1,3,Yes,Commercial,14814550
601,1,1,2,No,House,6059870
711,1,1,2,No,House,4188750
1005,1,1,3,Yes,Others,8536600
1554,2,1,4,No,House,8359690
1245,1,1,3,Yes,Commercial,10972000
1783,2,1,4,Yes,Others,11793060
909,1,1,3,No,House,8083950
1214,2,1,4,No,Commercial,12840250
1743,2,1,4,Yes,Others,9392380
1035,1,1,3,No,Commercial,13223000
1848,2,1,5,Yes,House,14328620
1880,3,2,5,Yes,Commercial,15189120
1790,1,1,4,Yes,Others,13715380
862,1,1,3,Yes,Commercial,13281200
927,1,1,3,No,Commercial,11316450
1088,1,1,3,No,House,7525650
1362,2,2,4,No,House,7413750
1754,1,1,4,Yes,Others,14008530
1097,1,1,3,No,House,9349850
1295,2,2,4,No,House,7527770
1607,2,1,4,Yes,Commercial,14962620
1606,2,2,4,Yes,House,7629750
1291,1,1,3,Yes,House,8096500
1418,2,1,4,Yes,House,9354620
1317,1,1,3,No,Commercial,11548600
1832,2,1,5,No,Commercial,20686670
993,1,1,3,Yes,House,7238630
1153,1,1,3,No,House,9814930
724,1,1,2,Yes,House,8052400
1582,2,1,4,Yes,House,9866820
1115,1,1,3,No,Commercial,9161750
1112,1,1,3,No,House,6076595
1678,2,2,4,Yes,House,7001750
806,1,1,2,Yes,Commercial,5468500
1503,2,1,4,No,Commercial,12089360
2346,4,2,6,Yes,House,12814080
839,1,1,2,No,Commercial,6179750
760,1,1,2,No,House,8523750
1506,2,2,4,Yes,Commercial,9940500
1640,2,1,4,Yes,House,9975260
896,1,1,3,Yes,Others,6934500
1409,2,2,4,Yes,Others,8826875
1633,2,1,4,No,Others,9751820
1139,1,1,3,Yes,Commercial,14441850
1101,1,1,3,Yes,Commercial,13641050
2396,4,2,6,Yes,House,12728180
1119,1,1,3,Yes,House,10386800
1857,2,1,5,Yes,Others,15740140
1886,2,1,5,Yes,House,13952630
1692,2,1,4,No,House,10012960
1655,2,1,4,Yes,Commercial,13723030
622,1,1,2,Yes,House,6034000
1647,2,1,4,No,House,6866800
1239,2,2,4,No,Others,10009165
1471,2,1,4,Yes,Others,11350880
1505,2,1,4,Yes,Others,10005620
916,1,,3,Yes,Others,8847420
693,1,1,2,No,Others,6241800
1852,3,2,5,No,House,7754200
1191,1,1,3,Yes,Commercial,13752850
1061,1,1,3,Yes,Others,10074070
2493,4,2,6,No,Others,12152660
1015,1,1,3,No,House,7568500
1911,3,2,5,No,House,10574160
1287,2,1,4,No,House,9966350
1576,2,2,4,Yes,House,9765250
840,1,1,3,No,Others,8595550
1626,2,1,4,Yes,Others,9000960
1262,2,1,4,No,Commercial,13214700
1261,2,1,4,Yes,House,11037750
1015,1,1,3,No,Others,9168900
1195,1,1,3,Yes,Commercial,14168750
800,1,1,2,Yes,Others,7959100
1873,3,2,5,Yes,Commercial,15421030
2207,3,2,5,No,House,10698900
1732,2,1,4,No,Commercial,13955470
961,1,1,3,Yes,Commercial,12661850
1986,3,2,5,No,Others,10360480
1823,2,1,5,Yes,Others,14531570
830,1,1,3,No,Others,6416600
724,1,1,2,Yes,Commercial,10529400
1007,1,1,3,No,Others,7456590
1875,3,2,5,No,Commercial,15062480
1150,1,1,3,No,Commercial,11660780
1693,2,1,4,Yes,Commercial,12759490
1538,2,1,4,No,House,6831380
1993,2,1,5,No,Commercial,23314580
926,1,1,3,No,Commercial,12310870
1994,2,1,5,Yes,House,15147490
1061,1,1,3,No,Others,9400670
1803,2,1,5,Yes,House,12827720
1664,2,1,4,Yes,Commercial,14299300
978,1,1,3,No,House,6803175
1914,2,1,5,Yes,House,13409070
1668,2,1,4,No,Others,9034940
1205,2,2,4,No,Commercial,14279490
685,1,1,2,No,House,5693500
2088,3,2,5,No,House,11028940
1014,1,1,3,Yes,Others,10742130
806,1,1,3,Yes,House,7778900
1545,2,1,4,Yes,Others,9674790
1045,1,1,3,No,Commercial,13520850
1951,2,1,5,Yes,Others,13576610
898,1,1,3,No,Others,5164250
2339,4,2,6,Yes,Commercial,18829680
2379,4,2,6,No,House,11896620
1692,2,2,4,Yes,House,9966750
2352,4,2,6,Yes,Others,14404780
1114,1,1,3,Yes,House,9738300
1890,2,1,5,Yes,House,13383450
2363,4,2,6,No,House,11472860
1527,2,1,4,No,Commercial,12148390
2193,3,2,5,Yes,Others,13491940
1206,2,2,4,Yes,Others,9378105
728,1,1,2,Yes,House,7705900
1231,2,1,4,Yes,House,9540150
1735,2,1,4,Yes,Commercial,15000180
1266,1,1,3,Yes,House,6801500
1977,3,2,5,No,House,7829240
1915,2,1,5,Yes,House,13464510
1295,2,1,4,Yes,Others,11553400
749,1,1,2,No,Commercial,9544150
1884,2,1,5,Yes,Commercial,20497670
1361,2,1,4,Yes,Others,10637520
1934,3,2,5,No,House,10915660
1055,1,1,3,Yes,House,10013250
851,1,1,3,Yes,Others,10199620
1118,1,1,3,Yes,House,8154400
1451,2,2,4,No,House,5489750
2470,4,2,6,No,House,11632500
935,1,1,3,No,Commercial,11056500
2500,4,2,6,No,House,12113600
1984,2,1,5,No,Commercial,20654230
1818,2,1,5,No,Others,15025660
1741,2,1,4,No,Others,10991250
1065,1,1,3,No,Others,8934000
858,1,1,3,No,Commercial,11597500
702,1,1,2,No,House,6437350
613,1,1,2,No,House,4004250
1896,2,1,5,No,Commercial,20684660
833,1,1,2,No,Others,3267125
2047,3,2,5,No,Others,12402500
1579,1,1,4,Yes,Commercial,19124310
988,1,1,3,Yes,Commercial,12019650
1667,1,1,4,Yes,Others,13476000
1184,1,1,3,No,House,3793250
1733,2,1,4,No,Commercial,11011880
1106,1,1,3,Yes,House,9006900
2058,4,2,6,No,Commercial,17076900
1055,1,1,3,Yes,House,8799000
1735,1,1,4,Yes,Others,14217890
809,1,1,3,No,House,7347950
1335,2,1,4,No,House,9020160
652,1,1,2,No,Others,5093750
1095,1,1,3,Yes,Others,11301650
1477,2,2,4,No,House,7685250
1819,3,2,5,No,Others,8380250
1982,2,1,5,Yes,House,15880930
1599,1,1,4,No,House,11391530
941,1,1,3,No,Others,9696120
1198,1,1,3,No,House,9020650
967,1,1,3,Yes,Commercial,10008525
1637,2,1,4,Yes,Others,12129780
1678,2,2,4,No,Others,6765500
1023,1,1,3,No,Others,8847850
774,1,1,2,No,House,4577750
1032,1,1,3,No,Commercial,11679950
889,1,1,3,Yes,Others,10010430
974,1,1,3,No,House,5890500
790,1,1,2,Yes,House,6918500
931,1,1,3,No,House,5146250
659,1,1,2,Yes,House,7945975
2120,3,2,5,Yes,Commercial,18604220
843,1,1,3,No,Others,7358760
736,1,1,2,No,Commercial,9435600
1053,1,1,3,Yes,House,7819750
1596,2,1,4,No,Commercial,12536520
1368,2,2,4,No,House,5430500
1544,1,1,4,No,Others,13241770
1486,2,1,4,No,Commercial,12549700
1285,2,1,4,No,Others,9317950
1501,2,2,4,Yes,House,7730750
2218,3,2,5,No,Others,12731260
1117,1,1,3,Yes,House,9871100
1561,1,1,4,No,House,11325590
792,1,1,2,No,Others,4315500
1212,2,2,4,No,House,8958560
1977,2,1,5,No,House,12133960
1965,2,1,5,No,Commercial,22217590
775,1,1,2,No,House,4981250
892,1,1,3,Yes,Others,8568240
1696,2,1,4,No,Others,9303620
833,1,1,3,No,Commercial,9890550
541,1,1,2,Yes,Others,5995375
1414,2,1,4,Yes,Others,10332200
1966,3,2,5,No,Commercial,15899450
704,1,1,2,Yes,Others,7769980
871,1,1,3,No,Others,9414770
1380,2,1,4,Yes,Others,11400820
1885,2,1,5,No,Commercial,20602870
916,1,1,3,Yes,Others,5488250
1115,1,1,3,No,Commercial,12181500
919,1,1,3,No,Commercial,11336600
883,1,1,2,No,Others,4049375
2065,3,2,5,Yes,House,13033360
1869,3,2,5,No,Others,11784400
1625,2,1,4,No,Commercial,14197950
537,1,1,2,Yes,House,5332000
1534,2,1,4,Yes,House,9654890
1082,1,1,3,Yes,House,9732850
1279,2,1,4,No,Others,11240430
1544,1,1,4,No,House,11566670
1101,1,1,3,Yes,Commercial,13675700
1230,1,1,3,No,Others,5436000
956,1,1,3,Yes,Commercial,7686250
552,1,1,2,Yes,Others,5254250
925,1,1,3,Yes,Others,8583250
1822,2,1,5,Yes,House,14727220
1781,1,1,4,Yes,Commercial,20288980
1628,1,1,4,No,Others,13088250
1736,2,1,4,Yes,House,10622100
2016,3,2,5,No,House,11374960
779,1,1,2,No,Others,6146755
1217,2,1,4,Yes,House,10718100
1601,2,1,4,Yes,Commercial,13026890
1201,1,1,3,Yes,Commercial,9505500
579,1,1,2,No,House,5709500
2289,4,2,6,No,Commercial,18576840
1023,1,1,3,Yes,Others,9012665
1900,3,2,5,Yes,Commercial,16434500
807,1,1,3,Yes,Others,9330090
1653,1,1,4,Yes,Commercial,19002540
1452,2,1,4,Yes,Others,10377680
1934,2,1,5,No,Commercial,21447680
1972,3,2,5,No,House,11475260
1606,1,1,4,No,House,11455900
1908,2,1,5,No,Commercial,20398010
741,1,1,2,No,Commercial,8258600
734,1,1,2,Yes,Commercial,10217940
1504,1,1,4,Yes,Commercial,16595430
1121,1,1,3,No,House,7161000
1979,2,1,5,Yes,House,12952300
1105,1,1,3,Yes,Commercial,8936750
1528,2,1,4,No,Others,7085950
1712,1,1,4,Yes,Others,12498810
955,1,1,3,No,Others,9552295
802,1,1,3,No,Others,8022740
701,1,1,2,Yes,House,3785500
1418,2,2,4,Yes,Others,6555750
1155,1,1,3,No,Commercial,13468145
1061,1,1,3,Yes,House,10157300
2258,4,2,6,No,Commercial,17346200
947,1,1,3,No,House,9060600
1868,3,2,5,Yes,Others,12043540
1713,1,1,4,No,Others,12733640
886,1,1,3,No,Commercial,10354350
2122,3,2,5,No,Commercial,17155600
980,1,1,3,No,Others,6184500
1916,2,1,5,Yes,Commercial,23407860
2079,3,2,5,No,Commercial,17593940
1377,2,2,4,No,House,6100250
2363,4,2,6,No,Commercial,18457180
1568,2,2,4,Yes,House,7814500
1210,2,2,4,Yes,Others,11226950
1179,1,1,3,No,House,5874250
822,1,1,3,Yes,House,9688485
1235,2,1,4,No,House,7999200
1735,1,1,4,Yes,Commercial,21770500
745,1,1,2,Yes,House,7618500
794,1,1,2,No,House,6762300
1979,2,1,5,Yes,Commercial,22726060
1641,1,1,4,Yes,Others,13255480
1718,2,1,4,No,Commercial,11913820
706,1,1,2,Yes,Others,7169720
728,1,1,2,No,Commercial,9094300
1948,3,2,5,No,House,8988520
1863,2,1,5,No,Others,13912330
1849,2,1,5,Yes,Commercial,21104380
1528,2,1,4,No,Others,7882680
1979,2,1,5,Yes,Others,14657040
1639,2,1,4,Yes,Others,11097000
796,1,1,2,Yes,Others,4788000
794,1,1,2,Yes,House,8548150
748,1,1,2,Yes,Others,7174975
1278,2,1,4,No,Others,10573610
838,1,1,3,Yes,Others,8346035
2459,4,2,6,Yes,House,11716760
1358,2,2,4,Yes,House,7130000
731,1,1,2,No,Others,6117625
973,1,1,3,Yes,Commercial,10979125
1757,1,1,4,No,Others,13635670
1995,2,1,5,Yes,Others,13923340
870,1,1,3,No,House,7234950
1035,1,,3,No,Others,8274200
2205,3,2,5,No,Commercial,16473460
709,1,1,2,No,Commercial,11230600
1206,1,1,3,No,Others,5752250
685,1,1,2,Yes,Others,6980335
1690,1,1,4,No,Commercial,19260550
786,1,1,2,No,House,7044865
1136,1,1,3,No,House,8655900
1268,2,1,4,No,Commercial,13982900
1012,1,1,3,Yes,Others,6986750
1198,1,1,3,Yes,Commercial,13891800
